2025-01-21 20:49:56,457 samples: 402
2025-01-21 20:50:00,053 samples: 408
2025-01-21 20:50:03,651 samples: 414
2025-01-21 20:50:07,251 samples: 420
2025-01-21 20:50:10,856 samples: 426
2025-01-21 20:50:14,457 samples: 432
2025-01-21 20:50:18,060 samples: 438
2025-01-21 20:50:21,666 samples: 444
2025-01-21 20:50:25,274 samples: 450
2025-01-21 20:50:28,885 samples: 456
2025-01-21 20:50:32,497 samples: 462
2025-01-21 20:50:36,103 samples: 468
2025-01-21 20:50:39,717 samples: 474
2025-01-21 20:50:43,331 samples: 480
2025-01-21 20:50:46,947 samples: 486
2025-01-21 20:50:50,566 samples: 492
2025-01-21 20:50:54,184 samples: 498
2025-01-21 20:50:57,804 samples: 504
2025-01-21 20:51:01,426 samples: 510
2025-01-21 20:51:05,051 samples: 516
2025-01-21 20:51:08,675 samples: 522
2025-01-21 20:51:12,299 samples: 528
2025-01-21 20:51:15,925 samples: 534
2025-01-21 20:51:19,550 samples: 540
2025-01-21 20:51:23,180 samples: 546
2025-01-21 20:51:26,809 samples: 552
2025-01-21 20:51:30,439 samples: 558
2025-01-21 20:51:34,070 samples: 564
2025-01-21 20:51:37,706 samples: 570
2025-01-21 20:51:41,343 samples: 576
2025-01-21 20:51:44,977 samples: 582
2025-01-21 20:51:48,610 samples: 588
2025-01-21 20:51:52,246 samples: 594
2025-01-21 20:51:55,881 samples: 600
2025-01-21 20:51:59,522 samples: 606
2025-01-21 20:52:03,160 samples: 612
2025-01-21 20:52:06,798 samples: 618
2025-01-21 20:52:10,435 samples: 624
2025-01-21 20:52:14,076 samples: 630
2025-01-21 20:52:17,715 samples: 636
2025-01-21 20:52:21,355 samples: 642
2025-01-21 20:52:24,999 samples: 648
2025-01-21 20:52:28,640 samples: 654
2025-01-21 20:52:32,283 samples: 660
2025-01-21 20:52:35,925 samples: 666
2025-01-21 20:52:39,563 samples: 672
2025-01-21 20:52:43,206 samples: 678
2025-01-21 20:52:46,846 samples: 684
2025-01-21 20:52:50,487 samples: 690
2025-01-21 20:52:54,128 samples: 696
2025-01-21 20:52:57,763 samples: 702
2025-01-21 20:53:01,402 samples: 708
2025-01-21 20:53:05,038 samples: 714
2025-01-21 20:53:08,670 samples: 720
2025-01-21 20:53:12,300 samples: 726
2025-01-21 20:53:15,934 samples: 732
2025-01-21 20:53:19,563 samples: 738
2025-01-21 20:53:23,195 samples: 744
2025-01-21 20:53:26,825 samples: 750
2025-01-21 20:53:30,454 samples: 756
2025-01-21 20:53:34,079 samples: 762
2025-01-21 20:53:37,704 samples: 768
2025-01-21 20:53:41,329 samples: 774
2025-01-21 20:53:44,946 samples: 780
2025-01-21 20:53:48,569 samples: 786
2025-01-21 20:53:52,191 samples: 792
2025-01-21 20:53:55,810 samples: 798
2025-01-21 20:53:59,428 samples: 804
2025-01-21 20:54:03,045 samples: 810
2025-01-21 20:54:06,658 samples: 816
2025-01-21 20:54:10,271 samples: 822
2025-01-21 20:54:13,882 samples: 828
2025-01-21 20:54:17,492 samples: 834
2025-01-21 20:54:21,105 samples: 840
2025-01-21 20:54:24,722 samples: 846
2025-01-21 20:54:28,335 samples: 852
2025-01-21 20:54:31,946 samples: 858
2025-01-21 20:54:35,556 samples: 864
2025-01-21 20:54:39,165 samples: 870
2025-01-21 20:54:42,772 samples: 876
2025-01-21 20:54:46,380 samples: 882
2025-01-21 20:54:49,987 samples: 888
2025-01-21 20:54:53,597 samples: 894
2025-01-21 20:54:57,207 samples: 900
2025-01-21 20:55:00,815 samples: 906
2025-01-21 20:55:04,425 samples: 912
2025-01-21 20:55:08,034 samples: 918
2025-01-21 20:55:11,643 samples: 924
2025-01-21 20:55:15,252 samples: 930
2025-01-21 20:55:18,866 samples: 936
2025-01-21 20:55:22,482 samples: 942
2025-01-21 20:55:26,097 samples: 948
2025-01-21 20:55:29,716 samples: 954
2025-01-21 20:55:33,331 samples: 960
2025-01-21 20:55:36,950 samples: 966
2025-01-21 20:55:40,570 samples: 972
2025-01-21 20:55:44,191 samples: 978
2025-01-21 20:55:47,817 samples: 984
2025-01-21 20:55:51,439 samples: 990
2025-01-21 20:55:55,062 samples: 996
2025-01-21 20:55:58,682 samples: 1002
2025-01-21 20:55:58,682 samples: 1002
2025-01-21 20:56:03,058 FID: 52.049911563803505
2025-01-21 20:56:03,058 sample_time: 605.1612501144409, fid_time: 4.375497341156006
2025-01-21 20:56:03,185 cand: [0.02497600018978119, 0.07392700016498566, 0.3416590094566345, 0.3946060240268707, 0.4925079941749573, 0.5614389777183533, 0.6113889813423157, 0.7102899551391602, 0.7632369995117188, 0.8401600122451782, 0.8761239647865295], fid: 52.049911563803505
2025-01-21 20:56:03,186 random 2/25
2025-01-21 20:56:06,881 samples: 6
2025-01-21 20:56:10,478 samples: 12
2025-01-21 20:56:14,078 samples: 18
2025-01-21 20:56:17,694 samples: 24
2025-01-21 20:56:21,314 samples: 30
2025-01-21 20:56:24,932 samples: 36
2025-01-21 20:56:28,557 samples: 42
2025-01-21 20:56:32,185 samples: 48
2025-01-21 20:56:35,818 samples: 54
2025-01-21 20:56:39,456 samples: 60
2025-01-21 20:56:43,094 samples: 66
2025-01-21 20:56:46,737 samples: 72
2025-01-21 20:56:50,381 samples: 78
2025-01-21 20:56:54,031 samples: 84
2025-01-21 20:56:57,678 samples: 90
2025-01-21 20:57:01,325 samples: 96
2025-01-21 20:57:04,981 samples: 102
2025-01-21 20:57:08,642 samples: 108
2025-01-21 20:57:12,302 samples: 114
2025-01-21 20:57:15,963 samples: 120
2025-01-21 20:57:19,622 samples: 126
2025-01-21 20:57:23,283 samples: 132
2025-01-21 20:57:26,944 samples: 138
2025-01-21 20:57:30,604 samples: 144
2025-01-21 20:57:34,266 samples: 150
2025-01-21 20:57:37,922 samples: 156
2025-01-21 20:57:41,575 samples: 162
2025-01-21 20:57:45,228 samples: 168
2025-01-21 20:57:48,877 samples: 174
2025-01-21 20:57:52,518 samples: 180
2025-01-21 20:57:56,155 samples: 186
2025-01-21 20:57:59,780 samples: 192
2025-01-21 20:58:03,407 samples: 198
2025-01-21 20:58:07,028 samples: 204
2025-01-21 20:58:10,644 samples: 210
2025-01-21 20:58:14,260 samples: 216
2025-01-21 20:58:17,870 samples: 222
2025-01-21 20:58:21,479 samples: 228
2025-01-21 20:58:25,083 samples: 234
2025-01-21 20:58:28,685 samples: 240
2025-01-21 20:58:32,285 samples: 246
2025-01-21 20:58:35,881 samples: 252
2025-01-21 20:58:39,476 samples: 258
2025-01-21 20:58:43,067 samples: 264
2025-01-21 20:58:46,657 samples: 270
2025-01-21 20:58:50,247 samples: 276
2025-01-21 20:58:53,834 samples: 282
2025-01-21 20:58:57,422 samples: 288
2025-01-21 20:59:01,009 samples: 294
2025-01-21 20:59:04,592 samples: 300
2025-01-21 20:59:08,174 samples: 306
2025-01-21 20:59:11,755 samples: 312
2025-01-21 20:59:15,338 samples: 318
2025-01-21 20:59:18,924 samples: 324
2025-01-21 20:59:22,507 samples: 330
2025-01-21 20:59:26,089 samples: 336
2025-01-21 20:59:29,675 samples: 342
2025-01-21 20:59:33,264 samples: 348
2025-01-21 20:59:36,857 samples: 354
2025-01-21 20:59:40,453 samples: 360
2025-01-21 20:59:44,047 samples: 366
2025-01-21 20:59:47,641 samples: 372
2025-01-21 20:59:51,236 samples: 378
2025-01-21 20:59:54,834 samples: 384
2025-01-21 20:59:58,439 samples: 390
2025-01-21 21:00:02,043 samples: 396
2025-01-21 21:00:05,652 samples: 402
2025-01-21 21:00:09,261 samples: 408
2025-01-21 21:00:12,872 samples: 414
2025-01-21 21:00:16,482 samples: 420
2025-01-21 21:00:20,093 samples: 426
2025-01-21 21:00:23,707 samples: 432
2025-01-21 21:00:27,325 samples: 438
2025-01-21 21:00:30,944 samples: 444
2025-01-21 21:00:34,569 samples: 450
2025-01-21 21:00:38,190 samples: 456
2025-01-21 21:00:41,813 samples: 462
2025-01-21 21:00:45,439 samples: 468
2025-01-21 21:00:49,067 samples: 474
2025-01-21 21:00:52,694 samples: 480
2025-01-21 21:00:56,324 samples: 486
2025-01-21 21:00:59,956 samples: 492
2025-01-21 21:01:03,593 samples: 498
2025-01-21 21:01:07,226 samples: 504
2025-01-21 21:01:10,859 samples: 510
2025-01-21 21:01:14,496 samples: 516
2025-01-21 21:01:18,135 samples: 522
2025-01-21 21:01:21,774 samples: 528
2025-01-21 21:01:25,414 samples: 534
2025-01-21 21:01:29,052 samples: 540
2025-01-21 21:01:32,694 samples: 546
2025-01-21 21:01:36,339 samples: 552
2025-01-21 21:01:39,979 samples: 558
2025-01-21 21:01:43,619 samples: 564
2025-01-21 21:01:47,262 samples: 570
2025-01-21 21:01:50,903 samples: 576
2025-01-21 21:01:54,545 samples: 582
2025-01-21 21:01:58,191 samples: 588
2025-01-21 21:02:01,836 samples: 594
2025-01-21 21:02:05,480 samples: 600
2025-01-21 21:02:09,129 samples: 606
2025-01-21 21:02:12,775 samples: 612
2025-01-21 21:02:16,421 samples: 618
2025-01-21 21:02:20,061 samples: 624
2025-01-21 21:02:23,701 samples: 630
2025-01-21 21:02:27,340 samples: 636
2025-01-21 21:02:30,980 samples: 642
2025-01-21 21:02:34,620 samples: 648
2025-01-21 21:02:38,259 samples: 654
2025-01-21 21:02:41,895 samples: 660
2025-01-21 21:02:45,533 samples: 666
2025-01-21 21:02:49,171 samples: 672
2025-01-21 21:02:52,807 samples: 678
2025-01-21 21:02:56,439 samples: 684
2025-01-21 21:03:00,075 samples: 690
2025-01-21 21:03:03,706 samples: 696
2025-01-21 21:03:07,337 samples: 702
2025-01-21 21:03:10,964 samples: 708
2025-01-21 21:03:14,594 samples: 714
2025-01-21 21:03:18,219 samples: 720
2025-01-21 21:03:21,839 samples: 726
2025-01-21 21:03:25,460 samples: 732
2025-01-21 21:03:29,080 samples: 738
2025-01-21 21:03:32,696 samples: 744
2025-01-21 21:03:36,314 samples: 750
2025-01-21 21:03:39,927 samples: 756
2025-01-21 21:03:43,541 samples: 762
2025-01-21 21:03:47,152 samples: 768
2025-01-21 21:03:50,765 samples: 774
2025-01-21 21:03:54,375 samples: 780
2025-01-21 21:03:57,989 samples: 786
2025-01-21 21:04:01,602 samples: 792
2025-01-21 21:04:05,211 samples: 798
2025-01-21 21:04:08,820 samples: 804
2025-01-21 21:04:12,434 samples: 810
2025-01-21 21:04:16,048 samples: 816
2025-01-21 21:04:19,661 samples: 822
2025-01-21 21:04:23,274 samples: 828
2025-01-21 21:04:26,888 samples: 834
2025-01-21 21:04:30,503 samples: 840
2025-01-21 21:04:34,116 samples: 846
2025-01-21 21:04:37,732 samples: 852
2025-01-21 21:04:41,349 samples: 858
2025-01-21 21:04:44,961 samples: 864
2025-01-21 21:04:48,578 samples: 870
2025-01-21 21:04:52,199 samples: 876
2025-01-21 21:04:55,821 samples: 882
2025-01-21 21:04:59,439 samples: 888
2025-01-21 21:05:03,058 samples: 894
2025-01-21 21:05:06,675 samples: 900
2025-01-21 21:05:10,297 samples: 906
2025-01-21 21:05:13,921 samples: 912
2025-01-21 21:05:17,542 samples: 918
2025-01-21 21:05:21,169 samples: 924
2025-01-21 21:05:24,797 samples: 930
2025-01-21 21:05:28,424 samples: 936
2025-01-21 21:05:32,051 samples: 942
2025-01-21 21:05:35,677 samples: 948
2025-01-21 21:05:39,307 samples: 954
2025-01-21 21:05:42,934 samples: 960
2025-01-21 21:05:46,560 samples: 966
2025-01-21 21:05:50,191 samples: 972
2025-01-21 21:05:53,824 samples: 978
2025-01-21 21:05:57,458 samples: 984
2025-01-21 21:06:01,095 samples: 990
2025-01-21 21:06:04,729 samples: 996
2025-01-21 21:06:08,366 samples: 1002
2025-01-21 21:06:08,366 samples: 1002
2025-01-21 21:06:12,599 FID: 51.14572675586578
2025-01-21 21:06:12,599 sample_time: 605.1803801059723, fid_time: 4.232518434524536
2025-01-21 21:06:12,732 cand: [0.023977000266313553, 0.16983100771903992, 0.23376701772212982, 0.3856150209903717, 0.39760300517082214, 0.4235770106315613, 0.4605399966239929, 0.5914090275764465, 0.621379017829895, 0.7202799916267395, 0.8811190128326416], fid: 51.14572675586578
2025-01-21 21:06:12,733 random 3/25
2025-01-21 21:06:16,431 samples: 6
2025-01-21 21:06:20,031 samples: 12
2025-01-21 21:06:23,638 samples: 18
2025-01-21 21:06:27,251 samples: 24
2025-01-21 21:06:30,870 samples: 30
2025-01-21 21:06:34,491 samples: 36
2025-01-21 21:06:38,111 samples: 42
2025-01-21 21:06:41,735 samples: 48
2025-01-21 21:06:45,365 samples: 54
2025-01-21 21:06:48,997 samples: 60
2025-01-21 21:06:52,631 samples: 66
2025-01-21 21:06:56,268 samples: 72
2025-01-21 21:06:59,906 samples: 78
2025-01-21 21:07:03,545 samples: 84
2025-01-21 21:07:07,184 samples: 90
2025-01-21 21:07:10,822 samples: 96
2025-01-21 21:07:14,461 samples: 102
2025-01-21 21:07:18,102 samples: 108
2025-01-21 21:07:21,743 samples: 114
2025-01-21 21:07:25,386 samples: 120
2025-01-21 21:07:29,028 samples: 126
2025-01-21 21:07:32,671 samples: 132
2025-01-21 21:07:36,320 samples: 138
2025-01-21 21:07:39,971 samples: 144
2025-01-21 21:07:43,622 samples: 150
2025-01-21 21:07:47,271 samples: 156
2025-01-21 21:07:50,920 samples: 162
2025-01-21 21:07:54,563 samples: 168
2025-01-21 21:07:58,206 samples: 174
2025-01-21 21:08:01,853 samples: 180
2025-01-21 21:08:05,501 samples: 186
2025-01-21 21:08:09,149 samples: 192
2025-01-21 21:08:12,792 samples: 198
2025-01-21 21:08:16,436 samples: 204
2025-01-21 21:08:20,070 samples: 210
2025-01-21 21:08:23,709 samples: 216
2025-01-21 21:08:27,344 samples: 222
2025-01-21 21:08:30,979 samples: 228
2025-01-21 21:08:34,608 samples: 234
2025-01-21 21:08:38,232 samples: 240
2025-01-21 21:08:41,857 samples: 246
2025-01-21 21:08:45,480 samples: 252
2025-01-21 21:08:49,099 samples: 258
2025-01-21 21:08:52,717 samples: 264
2025-01-21 21:08:56,334 samples: 270
2025-01-21 21:08:59,951 samples: 276
2025-01-21 21:09:03,562 samples: 282
2025-01-21 21:09:07,171 samples: 288
2025-01-21 21:09:10,776 samples: 294
2025-01-21 21:09:14,385 samples: 300
2025-01-21 21:09:17,989 samples: 306
2025-01-21 21:09:21,592 samples: 312
2025-01-21 21:09:25,195 samples: 318
2025-01-21 21:09:28,798 samples: 324
2025-01-21 21:09:32,400 samples: 330
2025-01-21 21:09:36,001 samples: 336
2025-01-21 21:09:39,602 samples: 342
2025-01-21 21:09:43,203 samples: 348
2025-01-21 21:09:46,808 samples: 354
2025-01-21 21:09:50,409 samples: 360
2025-01-21 21:09:54,012 samples: 366
